episode_number,date_episode_published,data_set,year_elligible_for_best_of,duration_in_minutes,episode_type,episode_title,guests_and_characters_from_wikipedia_semicolon_delimited,synopsis_and_segments,fandom_wikia_suffix,best_of_rank,weight_flat,weight_inverse,weight_linear,is_on_best_of_boolean
322,2014-11-17,training,2014,86,regular,YouTube Phenomahna,Chelsea Peretti;Seth Morris as Lou Ciello,,https://comedybangbang.fandom.com/wiki/YouTube_Phenomahna,,1.0,0.111,0.415,FALSE
323,2014-11-24,training,2014,95,regular,Pie Quiz with Tears for Fears,"Tears For Fears;Reggie Watts;Paul F. Tompkins as Barnaby Valastrok, the Pie Minister",,https://comedybangbang.fandom.com/wiki/Pie_Quiz_with_Tears_for_Fears,,1.0,0.111,0.415,FALSE
324,2014-12-01,training,2015,99,regular,Golden Duchess Cruise Lines,Colin Hanks;Lauren Lapkus as Marla Charles;Stephanie Allynne as Pam John;Mary Holland as Margie Donk;Erin Whitehead as Carol Sheldon,Would You Rather,https://comedybangbang.fandom.com/wiki/Golden_Duchess_Cruise_Lines,,1.0,0.125,0.485,FALSE
325,2014-12-08,training,2015,101,regular,Musical Organs,Skylar Astin;Rory Scovel;Pamela Murphy as Jewels;Will Hines as Markis Campbell,Would You Rather,https://comedybangbang.fandom.com/wiki/Musical_Organs,,1.0,0.125,0.485,FALSE
326,2014-12-15,training,2015,138,holiday,2014 Holiday Spectacular,Aimee Mann;Ted Leo;Paul F. Tompkins as Len Wiseman;Matt Gourley as Ian Fleming;Matt Besser as Björk;Brendon Small as Victor Diamond and Tiny;Lauren Lapkus as Ho Ho;James Adomian as Orson Welles;Neil Campbell as Logan Conley,,https://comedybangbang.fandom.com/wiki/2014_Holiday_Spectacular,,1.0,0.125,0.485,FALSE
327,2015-01-05,training,2015,99,regular,Bang! Bang! Into Your Mouth!,Ben Schwartz;Horatio Sanz as himself and Uncle Stoney,Would You Rather,https://comedybangbang.fandom.com/wiki/Bang!_Bang!_Into_Your_Mouth!,13,1.0,0.125,0.485,TRUE
328,2015-01-08,training,2015,110,regular,Beatle Heaven,American Football;Anders Holm;Mike Hanford as John Lennon,Would You Rather,https://comedybangbang.fandom.com/wiki/Beatle_Heaven,,1.0,0.125,0.485,FALSE
329,2015-01-12,training,2015,88,regular,Too Much Tuna Tour,Nick Kroll as himself and Gil Faizon;John Mulaney as George St Geegland,Get To The Gifts,https://comedybangbang.fandom.com/wiki/Too_Much_Tuna_Tour,14,1.0,0.125,0.485,TRUE
330,2015-01-19,training,2015,107,regular,Peruvian Pullovers,Jim Rash;Horatio Sanz as Shelly Driftwood,Would You Rather,https://comedybangbang.fandom.com/wiki/Peruvian_Pullovers,,1.0,0.125,0.485,FALSE
331,2015-01-26,training,2015,87,regular,Secret Superlatives,Patton Oswalt;Lauren Lapkus as Benjamin Susix III;Mary Holland as Trabitha Tarteen,,https://comedybangbang.fandom.com/wiki/Secret_Superlatives,,1.0,0.125,0.485,FALSE
332,2015-02-02,training,2015,88,regular,What Winsome Said,Kyle Kinane;Matt Braunger;Neil Campbell as Winsome Prejudice;Fran Gillespie as Missy Prejudice,Riddle Me This,https://comedybangbang.fandom.com/wiki/What_Winsome_Said,,1.0,0.125,0.485,FALSE
333,2015-02-09,training,2015,85,regular,Pit Stop,Jack Antonoff;Horatio Sanz as Jacob Brooks;Miriam Tolan as Susan Brooks,,https://comedybangbang.fandom.com/wiki/Pit_Stop,,1.0,0.125,0.485,FALSE
334,2015-02-12,training,2015,83,regular,The Dream Team,David Cross;James Adomian as himself and Slavoj Žižek;Matt Walsh as himself and Corny Grandpa,Would You Rather,https://comedybangbang.fandom.com/wiki/The_Dream_Team,,1.0,0.125,0.485,FALSE
335,2015-02-16,training,2015,108,regular,The Wedding of Gilli and Garry,"Colin Hay;Paul F. Tompkins as Len Wiseman, Garry Marshall, Reverend Robert Parcimonie, and Alan Thicke;Gillian Jacobs",,https://comedybangbang.fandom.com/wiki/The_Wedding_of_Gilli_and_Garry,11,1.0,0.125,0.485,TRUE
336,2015-02-23,training,2015,101,regular,NOT Farts and Procreation 4,Adam Scott;Harris Wittels;Chelsea Peretti,Harris Foam Corner,https://comedybangbang.fandom.com/wiki/NOT_Farts_and_Procreation_4,2,1.0,0.125,0.485,TRUE
337,2015-03-02,training,2015,95,regular,The Ying and the Yankovic,Weird Al Yankovic;Paul F. Tompkins as Lord Andrew Lloyd Webber;Joe Wengert as Doug Doyzoice,Would You Rather,https://comedybangbang.fandom.com/wiki/The_Ying_and_the_Yankovic,,1.0,0.125,0.485,FALSE
338,2015-03-09,training,2015,118,regular,"Be My Guest, Literally!",Michael Ableson;Paul F. Tompkins as Werner Herzog and Santa Claus;Lauren Lapkus as Ho Ho;Andy Daly as Jean Claude Pepi,Name French Actors; Would You Rather,"https://comedybangbang.fandom.com/wiki/Be_My_Guest,_Literally!",4,1.0,0.125,0.485,TRUE
339,2015-03-16,training,2015,82,live,LIVE from SXSW 2015,"Lauren Lapkus as Todd;Colin Hanks;Nick Kroll as himself, El Chupacabra, and Sylvester Stallone;Horatio Sanz as Kanye West",Would You Rather,https://comedybangbang.fandom.com/wiki/LIVE_from_SXSW_2015,,1.0,0.125,0.485,FALSE
340,2015-03-19,training,2015,84,live,LIVE from SXSW 2015 II,Tig Notaro;Stephanie Allynne as Hannah Harpie;Mary Holland as Helen Harpie;Lauren Lapkus as Hortense Harpie;James Adomian as Tom Leykis,Would You Rather,https://comedybangbang.fandom.com/wiki/LIVE_from_SXSW_2015_II,,1.0,0.125,0.485,FALSE
341,2015-03-23,training,2015,96,regular,Banging the Table with Stars,Stars;Claudia ODoherty;Neil Campbell as Brian Barber,Would You Rather,https://comedybangbang.fandom.com/wiki/Banging_the_Table_with_Stars,,1.0,0.125,0.485,FALSE
342,2015-03-30,training,2015,95,regular,A Silicon Valley P-Cast,"Thomas Middleditch as himself, Joey Tortellini, and China;Kumail Nanjiani;Martin Starr;Paul F. Tompkins as Jarles",Would You Rather,https://comedybangbang.fandom.com/wiki/A_Silicon_Valley_P-Cast,5,1.0,0.125,0.485,TRUE
343,2015-04-06,training,2015,111,regular,Athletes Head,Alicia Witt;Jon Gabrus as Gino Lombardo;Brendon Small as Victor Diamond and Tiny,,https://comedybangbang.fandom.com/wiki/Athlete%27s_Head,,1.0,0.125,0.485,FALSE
344,2015-04-09,training,2015,75,regular,Classic Switcheroo,Ryan Hansen;Jamie Chung;Horatio Sanz;Jocelyn DeBoer as Bitsy Boo-Carmichael;Paul F. Tompkins as Jarles,,https://comedybangbang.fandom.com/wiki/Classic_Switcheroo,,1.0,0.125,0.485,FALSE
345,2015-04-13,training,2015,91,regular,Shifting Bouncy,"Kyle Bornheimer;Paul Brittain as himself, Michael Explosione, Jr., Michael Explosione, Sr., and Steve Explosione;Roman Sklar",,https://comedybangbang.fandom.com/wiki/Shifting_Bouncy,,1.0,0.125,0.485,FALSE
346,2015-04-20,training,2015,94,regular,That Is Wild,Tom Green;Mary Holland as Trabitha Tarteen;Erin Whitehead as Gale Burbiglia,,https://comedybangbang.fandom.com/wiki/That_Is_Wild,,1.0,0.125,0.485,FALSE
347,2015-04-23,training,2015,79,regular,Foley Slumber Party,Kevin Pollak;Seth Morris as Andy Pappage;Nick Kroll,One Word Impressions,https://comedybangbang.fandom.com/wiki/Foley_Slumber_Party,,1.0,0.125,0.485,FALSE
348,2015-04-27,training,2015,91,regular,Is Yall My Daddy?,Cameron Esposito;Paul F. Tompkins as J.W. Stillwater;Matt Gourley as Jim Chambers/Professor Stillwater,,https://comedybangbang.fandom.com/wiki/Is_Y%27all_My_Daddy%3F,,1.0,0.125,0.485,FALSE
349,2015-05-04,training,2015,134,anniversary,The 6th Anniversary Show!,"Paul F. Tompkins as Cake Boss, Alan Thicke, and Santa Claus;Lauren Lapkus as Ho Ho;Thomas Middleditch as Klaus Schneider;Neil Campbell as The Time Keeper;Mike Hanford as John Lennon;Joe Wengert as Brad Hammerstone;Paul Scheer as The Rickster;Erin Whitehead as Chad Warren",,https://comedybangbang.fandom.com/wiki/The_6th_Anniversary_Show!,6,1.0,0.125,0.485,TRUE
350,2015-05-11,training,2015,66,regular,"Helmets, Aqueduct, Crucifixion, and Boobs",Andy Richter;Andy Daly as Byron Denniston,,"https://comedybangbang.fandom.com/wiki/Helmets,_Aqueduct,_Crucifixion,_and_Boobs",,1.0,0.125,0.485,FALSE
351,2015-05-18,training,2015,86,regular,CBB,Sean Clements;Hayes Davenport;Ben Rodgers as Bang Rodgers;Hayley Huntley as Hayley Shields,,https://comedybangbang.fandom.com/wiki/CBB:_The_Movie,12,1.0,0.125,0.485,TRUE
352,2015-05-25,training,2015,80,regular,Scrunchy Face,Nick Swardson;James Adomian as Bernie Sanders;Will Hines as Jacob Cloudy,Would You Rather,https://comedybangbang.fandom.com/wiki/Scrunchy_Face,,1.0,0.125,0.485,FALSE
353,2015-06-01,training,2015,74,regular,Goodbye Reggie!,Reggie Watts;Neil Campbell;Mike Mitchell as BB-8,Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Goodbye_Reggie!,,1.0,0.125,0.485,FALSE
354,2015-06-04,training,2015,62,regular,Solo Bolo,Ben Schwartz,Riddle Me This; Solo Bolo Olympic Song Challenge,https://comedybangbang.fandom.com/wiki/Solo_Bolo:_Dos_Lo,9,1.0,0.125,0.485,TRUE
355,2015-06-08,training,2015,71,regular,Kid Detectives,Lauren Lapkus as herself and Murphy O’Malaman;Thomas Middleditch as himself and JJ O’Malaman,,https://comedybangbang.fandom.com/wiki/Kid_Detectives,3,1.0,0.125,0.485,TRUE
356,2015-06-15,training,2015,84,regular,Heynong Man,Jason Mantzoukas;Paul F. Tompkins as Mike the Janitor,,https://comedybangbang.fandom.com/wiki/Heynong_Man,1,1.0,0.125,0.485,TRUE
357,2015-06-22,training,2015,80,regular,Modern Anti-Comedy,Natasha Leggero;Jeremy Konner;Brendon Small as Victor Diamond and Tiny;Betsy Sodaro as Mrs. Potts,,https://comedybangbang.fandom.com/wiki/Modern_Anti-Comedy,,1.0,0.125,0.485,FALSE
358,2015-06-25,training,2015,79,regular,Freddie Mercury To Me,Beck Bennett;Mike Hanford as Alfie Kangas;Neil Campbell as Denver Coward,,https://comedybangbang.fandom.com/wiki/Freddie_Mercury_to_Me,,1.0,0.125,0.485,FALSE
359,2015-06-29,training,2015,74,regular,TofuPeople,Jonah Ray;Kumail Nanjiani;Horatio Sanz as Shelly Driftwood;Erin Whitehead as Elaine the Dragon,Would You Rather,https://comedybangbang.fandom.com/wiki/TofuPeople,,1.0,0.125,0.485,FALSE
360,2015-07-06,training,2015,76,regular,Snow Dome,Jimmy Pardo;Paul Brittain as himself and Fitch Pender,,https://comedybangbang.fandom.com/wiki/Snow_Dome,,1.0,0.125,0.485,FALSE
361,2015-07-09,training,2015,78,regular,Waiting for Infinnerty,Dan Finnerty;Jon Gabrus as Gino Lombardo;John Gemberling as Ton Limen,,https://comedybangbang.fandom.com/wiki/Waiting_for_Infinnerty,,1.0,0.125,0.485,FALSE
362,2015-07-13,training,2015,103,regular,RomanTig,Tig Notaro;Stephanie Allynne as herself and Dorothea Shirley;Mookie Blaiklock as Vin Diesel,,https://comedybangbang.fandom.com/wiki/RomanTig,,1.0,0.125,0.485,FALSE
363,2015-07-20,training,2015,94,regular,Wet Hot Crew,David Wain;Molly Shannon;Rich Sommer;Marguerite Moreau,Would You Rather,https://comedybangbang.fandom.com/wiki/Wet_Hot_Crew,,1.0,0.125,0.485,FALSE
364,2015-07-23,training,2015,78,regular,The Marm of Smarm Returns,Michael Ian Black;Lauren Lapkus as Todd,Riddle Me This,https://comedybangbang.fandom.com/wiki/The_Marm_of_Smarm_Returns,,1.0,0.125,0.485,FALSE
365,2015-07-27,training,2015,98,regular,Bongo vs. Bongos,Jason Mantzoukas;Andy Daly as Joe Bongo;Paul F. Tompkins as Jarles,,https://comedybangbang.fandom.com/wiki/Bongo_vs._Bongos,10,1.0,0.125,0.485,TRUE
366,2015-08-03,training,2015,89,regular,Cafeteriapalooza,Bobcat Goldthwait;Joe Wengert as Frank Frank;Will Hines as Dusty Stevens,,https://comedybangbang.fandom.com/wiki/Cafeteriapalooza,,1.0,0.125,0.485,FALSE
367,2015-08-06,training,2015,70,regular,"Bits, Riffs, and Friendships",Brett Gelman;Jon Daly;Tim Heidecker,,"https://comedybangbang.fandom.com/wiki/Bits,_Riffs,_and_Friendships",,1.0,0.125,0.485,FALSE
368,2015-08-10,training,2015,69,regular,Rick Bic For President,Paul Scheer as himself and Rick Bic;Rob Huebel as himself and Dick Butterfield,Would You Rather,https://comedybangbang.fandom.com/wiki/Ric_Bic_for_President,,1.0,0.125,0.485,FALSE
369,2015-08-13,training,2015,62,regular,The Hotwives of Las Vegas,Andrea Savage as herself and Ivanka Silversan;Casey Wilson as herself and Jenfer Beudon;Dannah Phirman as herself and Leona Carpeze;Danielle Schneider as herself and Denise Funt,,https://comedybangbang.fandom.com/wiki/The_Hotwives_of_Las_Vegas,,1.0,0.125,0.485,FALSE
370,2015-08-17,training,2015,84,regular,The Brochelor,Paul F. Tompkins as himself and Chin Dollhouse;Matt Gourley as himself and Danielle Steel,,https://comedybangbang.fandom.com/wiki/The_Brochelor,,1.0,0.125,0.485,FALSE
371,2015-08-24,training,2015,79,regular,You Got PreDICted!,Jemaine Clement;Lauren Lapkus as Juniper Flagen;Mary Holland as Peony Flagen;Stephanie Allynne as Shrub Flagen;Erin Whitehead as Hyacinth Flagen,,https://comedybangbang.fandom.com/wiki/You_Got_PreDICted!,,1.0,0.125,0.485,FALSE
372,2015-08-31,training,2015,81,regular,Motown Tea,Diane Coffee;Mike Hanford as John Lennon;Horatio Sanz as Skip Garcia,,https://comedybangbang.fandom.com/wiki/Motown_Tea,,1.0,0.125,0.485,FALSE
373,2015-09-07,training,2015,82,regular,Vocal Fry,"Eric Stonestreet;Brendon Small as Victor Diamond, Tiny, and Willard “Willy” Mapleton",,https://comedybangbang.fandom.com/wiki/Vocal_Fry,,1.0,0.125,0.485,FALSE
374,2015-09-10,training,2015,82,regular,Tick Tock Clawk,Neil Campbell as Maxwell Keeper/The Time Keeper;Paul Rust;Fran Gillespie as Marco,New No-Nos; Old Yes-Yeses; Would You Rather,https://comedybangbang.fandom.com/wiki/Tick_Tock_Clawk,,1.0,0.125,0.485,FALSE
375,2015-09-14,training,2015,63,special,Womplers REAL 17th B-Day Womptacular,Jessica St. Clair as Marissa Wompler;Lennon Parham as Miss Listler;Brian Huskey as Dr. Seth Wompler and Queth Wompler;Seth Morris as Dr. Lionel Drioche;Lauren Lapkus as Traci Reardon;Jason Mantzoukas as Eric Gutterballs Gutterman and Kareem,NOTE: also featuring Scott Aukerman as Dabney,https://comedybangbang.fandom.com/wiki/Wompler%27s_REAL_17th_B-Day_Womptacular,,1.0,0.125,0.485,FALSE
376,2015-09-17,training,2015,90,regular,Romantic Tommy D,Peaches;Claudia ODoherty;Will Hines as Clayton Purdy,,https://comedybangbang.fandom.com/wiki/Romantic_Tommy_D,,1.0,0.125,0.485,FALSE
377,2015-09-21,training,2015,92,regular,Good Night in the Morning,"Tatiana Maslany as herself and Belissima;Kristian Bruun as himself and Phil Collins;Paul F. Tompkins as Chazmin and Scarsdale;Lauren Lapkus as Sunny, Salantame, and Scarsdale",Would You Rather,https://comedybangbang.fandom.com/wiki/Good_Night_in_the_Morning,8,1.0,0.125,0.485,TRUE
378,2015-09-28,training,2015,69,regular,Mailer Daemon,"Jason Mantzoukas as himself and Jeffrey Characterwheaties;Nick Kroll as himself, the Mailer Daemon, Dr. Conrad Murray, Live Taylor, and Fabrice Fabrice",,https://comedybangbang.fandom.com/wiki/Mailer_Daemon,7,1.0,0.125,0.485,TRUE
379,2015-10-05,training,2015,77,regular,Realies and Fictionals,Alia Shawkat;Angela Trimbur;Adam DeVine;Jon Gabrus as Gino Lombardo;Pamela Murphy as Cutie Cake,,https://comedybangbang.fandom.com/wiki/Realies_and_Fictionals,,1.0,0.125,0.485,FALSE
380,2015-10-08,training,2015,70,regular,A Colinary Journey,"Colin Hanks;Eagles of Death Metal;Matt Walsh as Maximilian Lugner;Brian Huskey as Dr. Hiro Tokyo, Tommy, and Boys",,https://comedybangbang.fandom.com/wiki/A_Colinary_Journey,,1.0,0.125,0.485,FALSE
381,2015-10-12,training,2015,81,regular,Kitchen Stand-Up,Nathan Fielder;Anthony Jeselnik;Drew Tarver as Terry Burkhalter,Would You Rather,https://comedybangbang.fandom.com/wiki/Kitchen_Stand-Up,,1.0,0.125,0.485,FALSE
382,2015-10-19,training,2015,81,regular,Doing It the Savage Way,Fred Savage;Wayne Federman;Matt Gourley as H. R. Giger,,https://comedybangbang.fandom.com/wiki/Doing_It_the_Savage_Way,,1.0,0.125,0.485,FALSE
383,2015-10-26,training,2015,68,holiday,Return to Suicide House Part Boo,"Brett Gelman as Messmore le Barron;Jon Daly as Beuford le Barron, Bill Cosby, and Bill Cosby 2;Nick Wiger as Leo Carpazzi;Paul Rust as Dr. Traygo;Caroline Anderson as Scaroline",Freestyle Rap Battle,https://comedybangbang.fandom.com/wiki/Return_to_Suicide_House_Part_Boo,,1.0,0.125,0.485,FALSE
384,2015-11-02,training,2015,80,regular,Numbers Cannot Lie,Jason Mantzoukas;Paul F. Tompkins as Atherton Witherflower,,https://comedybangbang.fandom.com/wiki/Numbers_Cannot_Lie,,1.0,0.125,0.485,FALSE
385,2015-11-09,training,2015,81,regular,The Beatles of Cults,John Mulaney;Lauren Lapkus as Big Sue;Betsy Sodaro as Nancy K,,https://comedybangbang.fandom.com/wiki/The_Beatles_of_Cults,,1.0,0.125,0.485,FALSE
386,2015-11-16,training,2015,118,regular,Titbit for Tatbit,Bob Odenkirk;David Cross;Mike OBrien as Zin Bradley;Paul F. Tompkins as himself and Reverend Robert Parcimonie,,https://comedybangbang.fandom.com/wiki/Titbit_for_Tatbit,,1.0,0.125,0.485,FALSE
387,2015-11-19,training,2015,71,regular,Most Multiple Personalities,John Grant;John Gemberling as Tom Jimson;Jocelyn DeBoer as Delna,,https://comedybangbang.fandom.com/wiki/Most_Multiple_Personalities,,1.0,0.125,0.485,FALSE
388,2015-11-23,training,2015,75,regular,Breath Before Death,Neko Case;Mike Hanford as John Lennon;Mookie Blaiklock as himself and Michael Jackson,,https://comedybangbang.fandom.com/wiki/Breath_Before_Death,,1.0,0.125,0.485,FALSE
389,2015-11-30,training,2016,79,regular,Travel Agent-Si!,Mary Elizabeth Ellis;Drew Tarver as Randy Travels;Dan Lippert as Dr. Frankie Beans,,https://comedybangbang.fandom.com/wiki/Travel_Agent-Si!,,1.0,0.143,0.554,FALSE
390,2015-12-07,training,2016,87,regular,"The Oh, Hello Show",Eugene Mirman;John Mulaney as George St. Geegland;Nick Kroll as Gil Faizon,,"https://comedybangbang.fandom.com/wiki/The_Oh,_Hello_Show",7,1.0,0.143,0.554,TRUE
391,2015-12-14,training,2016,128,holiday,2015 Holiday Spectacular,Paul F. Tompkins as Andrew Lloyd Webber;Lauren Lapkus as Ho Ho;Jon Gabrus as Gino Lombardo;Mike Hanford as John Lennon;Neil Campbell as The Time Keeper;Will Hines as David Bunting,,https://comedybangbang.fandom.com/wiki/2015_Holiday_Spectacular,3,1.0,0.143,0.554,TRUE
392,2015-12-17,training,2016,78,holiday,The Holiday Womptacular,Jessica St. Clair as Marissa Wompler;Lennon Parham as Miss Listler and Barbra Streisand;Brian Huskey as Dr. Seth Wompler;Jason Mantzoukas as Eric Gutterballs Gutterman;Seth Morris as Ms. Anderson and Dr. Lionel Drioche;Danielle Schneider as Rhonda DeLuce;Jon Daly as Matt Yanni,NOTE: also featuring Scott Aukerman as Dabney Coleperson,https://comedybangbang.fandom.com/wiki/The_Holiday_Womptacular,,1.0,0.143,0.554,FALSE
393,2016-01-04,training,2016,71,regular,Peanuts Awareness,Ben Schwartz;Horatio Sanz as himself and Ted Ronson,Would You Rather,https://comedybangbang.fandom.com/wiki/Peanuts_Awareness,15,1.0,0.143,0.554,TRUE
394,2016-01-11,training,2016,77,regular,Wisconsin Sugar Babies,Zach Galifianakis;Lauren Lapkus as Todd;Tim Baltz as Don Darling,,https://comedybangbang.fandom.com/wiki/Wisconsin_Sugar_Babies,,1.0,0.143,0.554,FALSE
395,2016-01-18,training,2016,76,regular,Yupparently,Whitney Cummings;John Gemberling as Gene Rottenberry;Mary Holland as Linda Gravel,,https://comedybangbang.fandom.com/wiki/Yupparently,,1.0,0.143,0.554,FALSE
396,2016-01-21,training,2016,76,regular,The Intern Challenge,Rob Huebel;Jon Gabrus as Gino Lombardo;Jessica St. Clair as Marissa Wompler,,https://comedybangbang.fandom.com/wiki/The_Intern_Challenge,,1.0,0.143,0.554,FALSE
397,2016-01-25,training,2016,87,regular,My Silly Moss Man,Weird Al Yankovic;Lauren Lapkus as Dimples and Mrs. Blarrr;Joe Wengert as Cody Calavera,,https://comedybangbang.fandom.com/wiki/My_Silly_Moss_Man,,1.0,0.143,0.554,FALSE
398,2016-02-01,training,2016,66,regular,Prayer Orgy,Samantha Bee;Drew Tarver as Craig Bieber;Ryan Gaul as Ron Bieber,,https://comedybangbang.fandom.com/wiki/Prayer_Orgy,,1.0,0.143,0.554,FALSE
399,2016-02-04,training,2016,84,regular,Trump vs. Bernie,Gilbert Gottfried;James Adomian as Bernie Sanders and Jesse Ventura;Anthony Atamanuik as Donald Trump,,https://comedybangbang.fandom.com/wiki/Trump_vs._Bernie,,1.0,0.143,0.554,FALSE
400,2016-02-08,training,2016,95,regular,The War on Surfing,Jason Mantzoukas;Andy Daly as Hot Dog,,https://comedybangbang.fandom.com/wiki/The_War_on_Surfing,12,1.0,0.143,0.554,TRUE
401,2016-02-15,training,2016,102,regular,LOVE Is Thicker Than Water,Paul Rust;Gillian Jacobs;Paul F. Tompkins as Alan Thicke and Garry Marshall,New No-Nos,https://comedybangbang.fandom.com/wiki/LOVE_Is_Thicker_Than_Water,11,1.0,0.143,0.554,TRUE
402,2016-02-18,training,2016,66,regular,Solo Bolo Trolo,Ben Schwartz,Riddle Me This; Solo Bolo Olympic Song Challenge; What Am I Thinking,https://comedybangbang.fandom.com/wiki/Solo_Bolo_Trolo,9,1.0,0.143,0.554,TRUE
403,2016-02-22,training,2016,88,regular,"This Ain’t Now, This is Then",Adam Scott;Tim Baltz as Randy Snutz;Dan Ahdoot as Tebow Lebow,,"https://comedybangbang.fandom.com/wiki/This_Ain%27t_Now,_This_Is_Then",,1.0,0.143,0.554,FALSE
